id,name_en,name_zh,category,group_code,status,source_url,first_seen,last_updated,brn,registered_address,company_type,date_of_incorporation,cr_matched_name,cr_match_ratio
19,Best Build Construction Company Limited,建信建築有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,16790754,"41/F, UNITED ASIA FINANCE CENTRE, 333 LOCKHART ROAD, WAN CHAI, HONG KONG",Private company limited by shares,25-03-1993,BEST BUILD CONSTRUCTION COMPANY LIMITED,1.0
20,Bestkind International Engineering Limited,百佳國際工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,20536548,"UNIT 09 18/F SEAVIEW CTR, 139-141 HOI BUN RD, KWUN TONG KLN, HONG KONG",Private company limited by shares,05-12-1996,BESTKIND INTERNATIONAL ENGINEERING LIMITED,1.0
21,Bestrich Engineering Limited,寶倡工程有限公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,21731268,"RM 11-12, 13/F CEO TOWER, NO. 77 WING HONG ST, CHEUNG SHA WAN KLN, HONG KONG",Private company limited by shares,01-04-1998,BESTRICH ENGINEERING LIMITED,1.0
22,Bloom Team Building Construction Company Limited,佳誠建築工程有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,21656597,"27/F, TOWER A, 83 KING LAM STREET, CHEUNG SHA WAN, KLN, HONG KONG",Private company limited by shares,20-04-1998,BLOOM TEAM BUILDING CONSTRUCTION COMPANY LIMITED,1.0
23,Bloom Team Building Construction Company Limited,佳誠建築工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,21656597,"27/F, TOWER A, 83 KING LAM STREET, CHEUNG SHA WAN, KLN, HONG KONG",Private company limited by shares,20-04-1998,BLOOM TEAM BUILDING CONSTRUCTION COMPANY LIMITED,1.0
24,Bordon Construction Company Limited,寶登建築有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03397058,"17TH FLOOR, AIRSIDE, 2 CONCORDE ROAD, KAI TAK, HONG KONG",Private company limited by shares,11-12-1970,BORDON CONSTRUCTION COMPANY LIMITED,1.0
25,Bordon Construction Company Limited,寶登建築有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03397058,"17TH FLOOR, AIRSIDE, 2 CONCORDE ROAD, KAI TAK, HONG KONG",Private company limited by shares,11-12-1970,BORDON CONSTRUCTION COMPANY LIMITED,1.0
26,Boskalis International B.V.,栢斯加利士國際公司,Port Works,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,,,,,,
27,Bouygues Travaux Publics,Bouygues Travaux Publics,Port Works,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,,,,,,
28,Bouygues Travaux Publics,Bouygues Travaux Publics,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,,,,,,
29,Bouygues Travaux Publics,Bouygues Travaux Publics,Site Formation,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,,,,,,
30,BS Engineering & Consultancy Company Limited,威盛工程及顧問有限公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,31651058,"8/F., 163 HOI BUN ROAD,, KWUN TONG,, KLN, HONG KONG",Private company limited by shares,09-03-2001,BS ENGINEERING & CONSULTANCY COMPANY LIMITED,1.0
31,Build King (Zens) Engineering Limited,利基 (單氏) 工程有限公司,Port Works,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,06558172,"UNITS 601-605A 6/F TOWER B, MANULIFE FINANCIAL CENTRE, 223 WAI YIP ST KWUN TONG KLN, HONG KONG",Private company limited by shares,09-04-1980,BUILD KING (ZENS) ENGINEERING LIMITED,1.0
32,Build King (Zens) Engineering Limited,利基 (單氏) 工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,06558172,"UNITS 601-605A 6/F TOWER B, MANULIFE FINANCIAL CENTRE, 223 WAI YIP ST KWUN TONG KLN, HONG KONG",Private company limited by shares,09-04-1980,BUILD KING (ZENS) ENGINEERING LIMITED,1.0
33,Build King (Zens) Engineering Limited,利基 (單氏) 工程有限公司,Site Formation,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,06558172,"UNITS 601-605A 6/F TOWER B, MANULIFE FINANCIAL CENTRE, 223 WAI YIP ST KWUN TONG KLN, HONG KONG",Private company limited by shares,09-04-1980,BUILD KING (ZENS) ENGINEERING LIMITED,1.0
34,Build King Civil Engineering Limited,利基土木工程有限公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04419562,"UNITS 601-605A 6TH FLOOR TOWER B, MANULIFE FINANCIAL CENTRE, 223 WAI YIP STREET KWUN TONG KLN, HONG KONG",Private company limited by shares,09-05-1975,BUILD KING CIVIL ENGINEERING LIMITED,1.0
35,Build King Civil Engineering Limited,利基土木工程有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04419562,"UNITS 601-605A 6TH FLOOR TOWER B, MANULIFE FINANCIAL CENTRE, 223 WAI YIP STREET KWUN TONG KLN, HONG KONG",Private company limited by shares,09-05-1975,BUILD KING CIVIL ENGINEERING LIMITED,1.0
36,Build King Civil Engineering Limited,利基土木工程有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04419562,"UNITS 601-605A 6TH FLOOR TOWER B, MANULIFE FINANCIAL CENTRE, 223 WAI YIP STREET KWUN TONG KLN, HONG KONG",Private company limited by shares,09-05-1975,BUILD KING CIVIL ENGINEERING LIMITED,1.0
37,Build King Construction Limited,Build King Construction Limited,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,67328136,"G/F.,, NO. 423 RECLAMATION STREET,, KOWLOON, HONG KONG",Private company limited by shares,03-03-2017,BUILD KING LIMITED,0.9
38,Build King Construction Limited,Build King Construction Limited,Port Works,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,67328136,"G/F.,, NO. 423 RECLAMATION STREET,, KOWLOON, HONG KONG",Private company limited by shares,03-03-2017,BUILD KING LIMITED,0.9
