REHAB_PROJ_KEY,BUILDING_NAME_ENG,BUILDING_NAME_CHI,BUILDING_ADDRESS_ENG,BUILDING_ADDRESS_CHI,DISTRICT,COMPLETION_YEAR,NUMBER_OF_UNITS,NUMBER_OF_STOREYS,REHABILITATION_COST,AVERAGE_CONTRIBUTION_PER_UNIT,OP_YEAR,SCHEME,SCOPE_OF_WORKS
1356,Hong Ning Building,康寧大廈,79-89 Hong Ning Road,康寧道 79-89號,Kwun Tong,2011,174,10,5990000,34425.29,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1288,Kin Tai House,建泰樓,89-113 Wan Hon Street,雲漢街 89-113號,Kwun Tong,2011,108,9,3640000,33703.7,1969,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
1326,Hip Wo House,協和大廈,143-167 Hip Wo Street,協和街 143-167號,Kwun Tong,2010,324,21,9052011,27938.31,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2982,Kwun Tong Lap Shing Building,官塘立成大廈,305-325 Ngau Tau Kok Road,牛頭角道305-325號,Kwun Tong,2011,112,10,5145328.5,45940.43,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2250,Fu Hang Building,富恒樓,2-4 Shung Yan Street / 70 HONG NING ROAD,祟仁街2-4 號 /  康寧道70號,Kwun Tong,2015,18,6,1560000,86666.67,1964,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
3178,Wah Lai Mansion,華麗樓,24 YUET WAH STREET,月華街24號,Kwun Tong,2013,120,13,2440000,20333.33,1966,CAS,Lift Renovation
3181,Wan Hon Mansion,雲漢大樓,26-34 WAN HON STREET,雲漢街26-34號,Kwun Tong,2013,207,9,790070,3816.76,1971,CAS,Concrete Repair; Electrical Installation Improvement
2257,,,56-62 HONG NING ROAD,56-62 康寧道,Kwun Tong,2015,24,6,1800000,75000,1967,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Windows; Repair Underground Drainage
2596,Yen Hau Mansion,仁厚大廈,94-110 Ting Fu Street & 21-23 Ting On Street,定富街94-110號及定安街21-23號,Kwun Tong,2015,166,23,6330000,38132.53,1977,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
2243,,,28-30 Pei Ho Street,北河街28-30號,Sham Shui Po,2015,18,9,164000,1329958,1964,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
3209,---,---,248 YU CHAU STREET,汝州街248號,Sham Shui Po,2015,9,9,150000,623542,1965,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
3210,---,---,250 YU CHAU STREET,汝州街250號,Sham Shui Po,2015,9,9,150000,623542,1965,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
855,Cheong Yuen Building,昌遠大廈,1-9 Yen Chow Street,欽州街1-9號,Sham Shui Po,2013,208,12,9384995.58,45120.17,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
793,Kweilin Mansion,桂林大廈,30-32A Kweilin Street,桂林街30-32A號,Sham Shui Po,2011,57,8,1228000,21543.86,1976,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Removal of Unauthorized Building Works
799,Chew Onn Building,就安大廈,44-50 Yen Chow Street,欽州街 44-50,Sham Shui Po,2012,71,12,3462050,48761.27,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement
865,Tung Shing Building,東成大廈,61-65 Nam Cheong Street,南昌街61-65號,Sham Shui Po,2011,40,15,2600000,65000,1964,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
814,,,75-81 Kweilin Street & 333-337 Tai Nan Street,桂林街75-81號及大南街333-337號,Sham Shui Po,2013,71,9,2869000,40408.45,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1233,Ka Po Building,嘉寶大廈,173-183A Yee Kuk Street,醫局街 173-183A號,Sham Shui Po,2015,115,12,5985950,52051.74,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
822,YEN LI MANSION,仁禮大廈,222-224 Yee Kuk Street,醫局街222-224號,Sham Shui Po,2011,55,13,1488000,27054.55,1979,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Windows
827,Tung Hing Building,東興大廈,251-255 Yu Chau Street,汝州街251-255號,Sham Shui Po,2011,21,6,993910,47329.05,1975,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
867,,,258-260 Ki Lung Street,基隆街258-260號,Sham Shui Po,2011,18,9,750000,41666.67,1963,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1197,,,259 Apliu Street,鴨寮街 259號,Sham Shui Po,2014,6,6,880000,146666.67,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Windows
809,-,-,298-300 Lai Chi Kok Road,荔枝角道 298-300號,Sham Shui Po,2011,18,9,827800,45988.89,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
838,-,-,299-301 Yu Chau Street,汝州街 299-301號,Sham Shui Po,2011,18,9,1023300,56850,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
791,The Thesaurus Court,翠華閣,330-336 Shun Ning Road,順寧道330-336號,Sham Shui Po,2011,20,5,577500,28875,1959,OBB(Cat1),Replacement of Drainage Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Windows
803,,,332-334 Castle Peak Road,青山道332-334號,Sham Shui Po,2011,26,9,1762800,67800,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
866,Lai Chi Court,荔枝閣,338-342 Lai Chi Kok Road,荔枝角道338-342號,Sham Shui Po,2012,33,12,1798732,54507.03,1977,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
844,-,-,373-375 Ki Lung Street,基隆街 373-375號,Sham Shui Po,2011,18,9,1088200,60455.56,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Windows
1183,-,-,380-384 Castle Peak Road,青山道 380-384號,Sham Shui Po,2013,40,8,1770000,44250,1958,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1195,Hing Lung Building,興隆大廈,385-391 Ki Lung Street,基隆街 385-391號,Sham Shui Po,2015,65,13,3148500,48438.46,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
796,Hoover Mansion,靄華大廈,497-499 Un Chau Street,元州街497-499號,Sham Shui Po,2010,48,12,999580,20824.58,1978,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Fire Services Installation Improvement; Replacement/Repairing of Windows
849,,,520-526 Castle Peak Road,青山道 520-526號,Sham Shui Po,2011,54,9,1690000,31296.3,1960,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement
841,HUNG SHUK CHUN BUILDING,孔淑珍樓,520-530 Fuk Wing Street,福榮街 520-530,Sham Shui Po,2012,33,9,2532093,76730.09,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Fire Services Installation Improvement; Replacement/Repairing of Windows
631,Cactus Mansion,加達樓,1-19 Mcgregor Street,麥加力歌街 1-19號,Wan Chai,2013,83,16,5410970,65192.41,1980,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1189,Fu Yuen Building,富園大廈,1-7 Cross Street & 20C-D Spring Garden Lane & 16 Sam Pan Street,交加街 1-7 號 & 春園街 20C-D 號 & 三板街 16 號,Wan Chai,2011,52,9,2730000,52500,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
532,Man Hee Mansion,文熙大廈,2-12A Johnston Road & 4 Landale Street & 21 Li Chit Street,莊士敦道 2-12A & 蘭杜街 4 & 李節街 21,Wan Chai,2013,136,15,3028000,22264.71,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Re-roofing for Main Roof; Fire Services Installation Improvement; Lift Renovation
633,,,5-6 Lung On Street,隆安街 5-6號,Wan Chai,2013,11,6,828690,75335.45,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1138,Antung Building,安東大廈,6-16 Tai Wong Street East,大王東街 6-16號,Wan Chai,2010,79,20,2163600,27387.34,1974,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
643,-,-,11 Gresson Street,機利臣街11號,Wan Chai,2011,12,7,716756,59729.67,1964,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Windows
750,,,15-17 Kennedy Street,堅彌地街 15-17號,Wan Chai,2016,12,6,1059550,88295.83,1958,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
530,,,15-17 Stone Nullah Lane,石水渠街 15-17號,Wan Chai,2010,12,6,897720,74810,1971,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Fire Services Installation Improvement
1136,,,18-20 Tai Wong Street East,大王東街 18-20號,Wan Chai,2010,12,6,608500,50708.33,1967,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes
533,Cheong Hong Mansion,長康大廈,25-33 Johnston Road & 2 FENWICK STREET & 1-3 Thomson Road,莊士敦道 25-33號 & 分域街 2 號& 譚臣道 1-3號,Wan Chai,2010,112,17,2120000,18928.57,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes
1190,Fleming Building,菲林明大廈,35-39B Fleming Road,菲林明道 35-39B號,Wan Chai,2011,75,15,4952593,66034.57,1968,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Main Lobby Redecoration
1126,Wanchai House,灣仔大樓,40-54 Wan Chai Road,灣仔道 40-54,Wan Chai,2013,51,8,2716758,53269.76,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
745,---,---,59-63 Wan Chai Road,灣仔道 59-63號,Wan Chai,2015,31,9,3010845,97124.03,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1226,Fu Lok Building,富樂樓,64-70A Stone Nullah Lane,石水渠街 64-70A號,Wan Chai,2011,25,5,1050954,42038.16,1971,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
709,Sun Hey Mansion,新禧大樓,68-76 Hennessy Road,軒尼詩道 68-76號,Wan Chai,2015,101,17,4128000,40871.29,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
1215,,,72-74 Thomson Road,譚臣道 72-74號,Wan Chai,2012,10,5,713560,71356,1974,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Windows
1186,-,,87 Hennessy Road,軒尼詩道 87號,Wan Chai,2011,24,10,728219,30342.46,1969,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes
536,Luen Tai Building,聯泰大廈,93-99 Wan Chai Road,灣仔道 93-99號,Wan Chai,2010,30,9,1050000,35000,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors
531,King Tao Building,京都大廈,94-100 Lockhart Road,駱克道 94-100號,Wan Chai,2012,74,13,4460000,60270.27,1969,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
719,Hip Sang Building,協生大廈,107-115 Hennessy Road,軒尼詩道 107-115號,Wan Chai,2012,70,16,4310000,61571.43,1969,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1222,117-123 Hennessy Road Court,軒尼詩道117-123號大樓,117-123 Hennessy Road,軒尼詩道 117-123號,Wan Chai,2011,60,16,3034567,50576.12,1970,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
674,,,131A Queen's Road East,皇后大道東 131A號,Wan Chai,2013,9,9,567900,63100,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Windows
1127,,聲浩樓,137 Queen's Road East,皇后大道東 137,Wan Chai,2013,11,6,1265000,115000,1975,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1217,City Centre Building,城市大廈,144-149 Gloucester Road,告士打道 144-149號,Wan Chai,2012,138,15,6007800,43534.78,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1229,Yau Tak Mansion,祐德大廈,167-169 Lockhart Road,駱克道 167-169號,Wan Chai,2014,26,12,2150000,82692.31,1969,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
501,Luen Sen Mansion,聯星大廈,176-178 Hennessy Road,軒尼詩道 176-178號,Wan Chai,2009,43,16,2257000,52488.37,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
693,Pao Woo Mansion,保和大廈,177-179 Wan Chai Road & 51 Cross Lane,灣仔道 177-179 號&交加里51號,Wan Chai,2010,183,23,3850000,21038.25,1972,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
763,,,184 Hennessy Road,軒尼詩道 184號,Wan Chai,2015,17,17,1866430,109790,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration; Repair Underground Drainage
1220,Ying King Mansion,英京大廈,192-198 Hennessy Road,軒尼詩道 192-198號,Wan Chai,2011,95,17,3900700,41060,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
699,Kwong Tak Mansion,廣德大廈,205-207 Hennessy Road,軒尼詩道 205-207號,Wan Chai,2013,41,14,2378000,58000,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
1191,Hennessy Road Court,軒尼詩道大樓,213-219 Hennessy Road,軒尼詩道 213-219號,Wan Chai,2011,69,20,5263384,76280.93,1968,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
733,Yen Ying Mansion,仁英大廈,215-225A Jaffe Road,謝斐道 215-225A號,Wan Chai,2015,91,22,3873334,42564.11,1977,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
528,Sze Lai Building,詩禮樓,241-243 Hennessy Road,軒尼詩道 241-243號,Wan Chai,2010,40,15,3129528,78238.2,1969,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1223,Kwan Lee Building,均利大樓,265-267 Queen's Road East,皇后大道東 265-267號,Wan Chai,2011,20,9,1299592,64979.6,1972,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1187,Chi Po Building,誌寶大廈,309-311A Hennessy Road,軒尼詩道 309-311A號,Wan Chai,2014,39,12,3906334.3,100162.42,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
1238,Kai Ming Building,加冕樓,364-366 Hennessy Road,軒尼詩道 364-366號,Wan Chai,2012,41,14,2952660,72016.1,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
