period,period_type,category,indicator,value,unit,source_file
2013-10,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",109.0,square metre,CLBM_Masterdata.xml
2013-10,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",56.0,no.,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Acrylic paint,49.0,litre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Aggregates,58.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Bitumen,8663.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",151.0,square metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",398.0,100 pieces,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",72.0,square metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Emulsion paint,52.0,litre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,For industrial use (light),2125.0,200-litre drum,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,For road use,1056.0,100 litre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",129.0,square metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5093.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5915.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",158.0,square metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Portland cement (ordinary),697.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",3814.0,cubic metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5502.0,cubic metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Steel angles,11823.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Steel flats,10131.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Steel plate, 4mm thick",5787.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,Steel plates,9541.0,tonne,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",109.0,square metre,CLBM_Masterdata.xml
2013-11,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",56.0,no.,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Acrylic paint,49.0,litre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Aggregates,60.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Bitumen,8610.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",151.0,square metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",398.0,100 pieces,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",72.0,square metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Emulsion paint,52.0,litre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,For industrial use (light),2140.0,200-litre drum,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,For road use,1072.0,100 litre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",129.0,square metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5118.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5945.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",158.0,square metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Portland cement (ordinary),698.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",3814.0,cubic metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5519.0,cubic metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Steel angles,11806.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Steel flats,10131.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Steel plate, 4mm thick",5794.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,Steel plates,9541.0,tonne,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",109.0,square metre,CLBM_Masterdata.xml
2013-12,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",56.0,no.,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Acrylic paint,49.0,litre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Aggregates,63.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Bitumen,8610.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",151.0,square metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",398.0,100 pieces,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",76.0,square metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Emulsion paint,52.0,litre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,For industrial use (light),2131.0,200-litre drum,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,For road use,1065.0,100 litre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",130.0,square metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5101.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5910.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",158.0,square metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Portland cement (ordinary),713.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",3814.0,cubic metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5519.0,cubic metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Steel angles,12101.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Steel flats,10158.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Steel plate, 4mm thick",5753.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,Steel plates,9531.0,tonne,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",109.0,square metre,CLBM_Masterdata.xml
2014-01,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",55.0,no.,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Acrylic paint,49.0,litre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Aggregates,62.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Bitumen,8530.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",151.0,square metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",398.0,100 pieces,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Emulsion paint,52.0,litre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,For industrial use (light),2126.0,200-litre drum,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,For road use,1065.0,100 litre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",130.0,square metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5083.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5870.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",158.0,square metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Portland cement (ordinary),714.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",3814.0,cubic metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5519.0,cubic metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Steel angles,12051.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Steel flats,10209.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Steel plate, 4mm thick",5742.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,Steel plates,9511.0,tonne,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",114.0,square metre,CLBM_Masterdata.xml
2014-02,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",54.0,no.,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Acrylic paint,49.0,litre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Aggregates,62.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Bitumen,8503.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",151.0,square metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",398.0,100 pieces,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Emulsion paint,52.0,litre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,For industrial use (light),2130.0,200-litre drum,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,For road use,1075.0,100 litre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",130.0,square metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5056.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5895.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",159.0,square metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Portland cement (ordinary),714.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",3814.0,cubic metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5519.0,cubic metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Steel angles,12017.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Steel flats,10192.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Steel plate, 4mm thick",5705.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,Steel plates,9511.0,tonne,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",114.0,square metre,CLBM_Masterdata.xml
2014-03,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",55.0,no.,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Acrylic paint,49.0,litre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Aggregates,63.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Bitumen,8450.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",151.0,square metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",398.0,100 pieces,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Emulsion paint,52.0,litre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,For industrial use (light),2125.0,200-litre drum,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,For road use,1077.0,100 litre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",130.0,square metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5022.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5765.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",159.0,square metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Portland cement (ordinary),714.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",3814.0,cubic metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5519.0,cubic metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Steel angles,11967.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Steel flats,10169.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Steel plate, 4mm thick",5614.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,Steel plates,9511.0,tonne,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",114.0,square metre,CLBM_Masterdata.xml
2014-04,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",233.0,100 pieces,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",55.0,no.,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Acrylic paint,49.0,litre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Aggregates,62.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Bitumen,8433.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",151.0,square metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",398.0,100 pieces,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Emulsion paint,52.0,litre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,For industrial use (light),2141.0,200-litre drum,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,For road use,1082.0,100 litre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",130.0,square metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4929.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5750.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",161.0,square metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Portland cement (ordinary),714.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",3814.0,cubic metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5529.0,cubic metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Steel angles,11967.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Steel flats,10141.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Steel plate, 4mm thick",5614.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,Steel plates,9511.0,tonne,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",114.0,square metre,CLBM_Masterdata.xml
2014-05,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",233.0,100 pieces,CLBM_Masterdata.xml
2014-06,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",57.0,no.,CLBM_Masterdata.xml
2014-06,monthly,material_wholesale_price,Acrylic paint,49.0,litre,CLBM_Masterdata.xml
2014-06,monthly,material_wholesale_price,Aggregates,64.0,tonne,CLBM_Masterdata.xml
2014-06,monthly,material_wholesale_price,Bitumen,8400.0,tonne,CLBM_Masterdata.xml
2014-06,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",151.0,square metre,CLBM_Masterdata.xml
2014-06,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",401.0,100 pieces,CLBM_Masterdata.xml
